departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,"University of Wales, Cardiff - UWC",95309509,32513.05,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Cranfield University,95309510,38428.19,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Durham GRANT,95309511,28347.18,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Heriot-Watt University GRANT,95309512,47979.87,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,ICSTM,95309513,359746.15,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,King's College London,95309514,31579.28,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Lancaster University GRANT,95309515,36760.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Loughborough University GRANT,95309516,72812.11,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Newcastle upon Tyne GRANT,95309517,66425.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Queen Mary University of London,95309518,31152.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Queen's University Belfast GRANT,95309519,33341.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,R H B N C GRANT,95309520,13075.67,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,Swansea University,95309521,31448.56,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,The University of Manchester GRANT,95309522,144729.79,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University College London GRANT,95309523,311823.4,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Bath,95309524,86969.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Birmingham GRANT,95309525,131932.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Bristol GRANT,95309526,190237.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Cambridge,95309527,224486.15,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Edinburgh,95309528,118300.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Exeter GRANT,95309529,36553.6,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Glasgow GRANT,95309530,97109.21,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Leeds GRANT,95309531,110983.96,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Liverpool GRANT,95309532,52102.33,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Global Challenges Research Fund,University of Nottingham GRANT,95309533,123846.46,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309534,82227.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309534,82227.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309534,82227.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Sheffield GRANT,95309535,461870.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Sheffield GRANT,95309535,461870.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Sheffield GRANT,95309535,461870.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309535,115467.66,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309535,115467.66,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309535,115467.66,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Southampton GRANT,95309536,3774.94,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of East Anglia GRANT,95309537,22889.38,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of East Anglia GRANT,95309538,12521.3,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Physical Sciences,The University of Manchester GRANT,95309539,110788.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Physical Sciences,The University of Manchester GRANT,95309539,110788.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,The University of Manchester GRANT,95309539,35452.21,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,The University of Manchester GRANT,95309539,35452.21,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,The University of Manchester GRANT,95309539,75335.93,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,The University of Manchester GRANT,95309539,75335.93,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Nottingham GRANT,95309540,25437.99,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,"University of Wales, Cardiff - UWC",95309541,33333.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Heriot-Watt University GRANT,95309542,37024,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Lancaster University GRANT,95309543,33803.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Queen Mary University of London,95309544,33333.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Swansea University,95309545,33333.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Bath,95309546,147180.3,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Cambridge,95309547,169083.75,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Glasgow GRANT,95309548,77449.93,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Nottingham GRANT,95309549,95602.48,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Sheffield GRANT,95309550,91608.47,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Strathclyde GRANT,95309551,64920.12,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Surrey GRANT,95309552,44933.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Durham GRANT,95309553,33333.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,ICSTM,95309554,200000,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Loughborough University GRANT,95309555,139636.29,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,Queen's University Belfast GRANT,95309556,33333.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,The University of Manchester GRANT,95309557,114600.16,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Birmingham GRANT,95309558,105327.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Edinburgh,95309559,94433.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Leeds GRANT,95309560,82308.08,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Oxford GRANT,95309561,200000,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Southampton GRANT,95309562,131579.35,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Warwick,95309563,173528.95,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Healthcare,Loughborough University GRANT,95309595,109210.89,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95309596,3201.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,Warwick University,95309597,37297.35,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Bristol GRANT,95309598,37481.05,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Culham Centre for Fusion Energy (CCFE),95309599,5297500,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Cambridge,95309600,53542.05,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Bristol GRANT,95309601,264354.26,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,Cranfield University,95309602,32570.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,ICSTM,95309603,197026.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Strathclyde GRANT,95309604,41650.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Oxford GRANT,95309605,85833.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University College London GRANT,95309607,35146.21,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of St Andrews GRANT,95309608,235707.94,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Edinburgh,95309609,47140.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Information and Communications Technology,Warwick University,95309610,68887.59,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Bristol GRANT,95309611,66379.54,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309612,165573.03,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Edinburgh,95309613,258982.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,"University of Wales, Cardiff - UWC",95309614,4875.67,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Reading GRANT,95309615,26250.59,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Plymouth GRANT,95309616,20762.26,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Infrastructure,University of Oxford GRANT,95309617,1028536.5,GBP
BIS,EPSRC,2016-09-20,Capital Grants & Equipment to HEIs,NC Infrastructure,University of Sheffield GRANT,95309618,486258.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Sheffield GRANT,95309619,28649.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Sheffield GRANT,95309619,162346.39,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Durham GRANT,95309620,57071.78,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Birmingham GRANT,95309621,19620.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95309622,9078.47,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Cambridge,95309623,19102.44,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,King's College London,95309624,7967.98,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Cambridge,95309625,18941.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Cambridge,95309625,18941.11,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Oxford GRANT,95309626,7704.81,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95309626,7704.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Cranfield University,95309627,22366.39,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Cranfield University,95309627,22366.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Oxford GRANT,95309628,1529.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,ICSTM,95309629,44365.86,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Engineering,ICSTM,95309630,64509.79,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309631,54849.55,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95309632,67179.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Glasgow GRANT,95309633,67111.2,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University College London GRANT,95309634,211170.62,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University College London GRANT,95309635,300065.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University College London GRANT,95309635,33340.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University College London GRANT,95309636,312971.69,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95309637,169599.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of St Andrews GRANT,95309638,20463.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of St Andrews GRANT,95309638,184169.06,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Loughborough University GRANT,95309639,186075.14,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309640,31010.52,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,ICSTM,95309640,175726.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,The University of Manchester GRANT,95309641,163125.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,ICSTM,95309642,2537.46,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,Queen's University Belfast GRANT,95309643,2576.13,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of York GRANT,95309644,70335.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Warwick,95309645,150620.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309646,25228.43,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University College London GRANT,95309647,2581.75,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Bristol GRANT,95309648,2422.56,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,R H B N C GRANT,95309649,2538.21,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Leeds GRANT,95309650,5861.88,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Leeds GRANT,95309650,23447.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,The University of Manchester GRANT,95309651,196731.13,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95309652,265367.89,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95309653,262405.35,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Oxford GRANT,95309654,54103.01,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Bristol GRANT,95309655,36406.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,Coventry University GRANT,95309656,7759.85,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Coventry University GRANT,95309656,21971.4,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Oxford GRANT,95309657,2581.19,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,Loughborough University GRANT,95309658,21344.37,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Loughborough University GRANT,95309658,60434.83,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Birmingham GRANT,95309659,304175.99,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,University of Nottingham GRANT,95309660,14705.44,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Nottingham GRANT,95309660,41637.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,University of Edinburgh,95309661,28922.38,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Edinburgh,95309661,81891.34,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,University of Southampton GRANT,95309662,2581.31,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU Global Uncertainty,Lancaster University GRANT,95309663,2508.29,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of St Andrews GRANT,95309664,82164.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Edinburgh,95309665,12010.59,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,King's College London,95309666,24599.99,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Sheffield GRANT,95309667,8839.2,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Sheffield GRANT,95309667,13258.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Leeds GRANT,95309668,8002.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Leeds GRANT,95309669,11496.09,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Huddersfield,95309670,31314.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,De Montfort University,95309671,28040.75,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Birmingham GRANT,95309672,32278.12,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95309673,97968.06,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,GU ICT,ICSTM,95309674,58566.67,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Non Theme Specific,University of Sheffield GRANT,95309675,252180.08,GBP
